;cm_projectno;orderno;shop;partno;order_type;order_date;closing_date;state;internal_repair;serial_batch_no;detail_state;qty_order;backorder;description;condition;receiving_number;delivery_date;condition_POST;ultima_act;ARRIVAL_IN_SHOP;PAUSED;PAUSING_REASON_I;MUTATOR;year;month;day;year_month;tat;TAT_logistic;TAT_ack_to_close;order_date_mean;tat_mean;TAT_ack_to_close_mean;TAT_logistic_mean;indice;TAT_KPI_month
12;CM4349;R0035718;METROLOGY-A;45-173;R;2018-09-07;2018-09-13;C;Y;01;R;1,0;0,0;WIRE STRIPPER;CA;80134;2018-09-13;R;2023-06-28T11:53:20.039Z;2018-09-12;N;-1;AU031609;2018;9;7;2018-09;6;5,0;1,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
13;CM4348;R0035618;METROLOGY-A;45-173;R;2018-09-07;2018-09-13;C;Y;L-5215;R;1,0;0,0;WIRE STRIPPER;CA;80096;2018-09-13;R;2023-06-28T11:53:20.039Z;2018-09-12;N;-1;AU031609;2018;9;7;2018-09;6;5,0;1,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
14;CM6776;R0276418;METROLOGY-A;45-173;R;2018-10-03;2018-10-03;C;Y;L-5215;R;1,0;0,0;WIRE STRIPPER;CA;81826;2018-10-03;R;2023-06-28T11:53:20.039Z;2018-09-12;N;-1;AU047713;2018;10;3;2018-10;0;0,0;0,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
15;CM4660;R0076518;METROLOGY;19351;R;2018-09-12;2019-02-06;C;Y;193511644007;R;1,0;0,0;TOUCH TESTER DESCO;CA;93104;2019-02-06;R;2023-06-28T11:53:20.039Z;2018-09-14;N;5;AR023252;2018;9;12;2018-09;147;2,0;145,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
16;CM5016;R0093418;METROLOGY;315-BAR;R;2018-09-14;2019-03-19;C;Y;7496;R;1,0;0,0;MANOMETRO;CA;97181;2019-03-19;R;2023-06-28T11:53:20.039Z;2018-09-14;N;-1;AR013158;2018;9;14;2018-09;186;0,0;186,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
17;CM5019;R0093618;METROLOGY;0-600 PSI;R;2018-09-14;2019-01-03;C;Y;3484;R;1,0;0,0;MANOMETRO;CA;89812;2019-01-03;R;2023-06-28T11:53:20.039Z;2018-09-14;N;-1;AR022227;2018;9;14;2018-09;111;0,0;111,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
18;CM5017;R0093518;METROLOGY;4500 PSI;R;2018-09-14;2019-03-25;C;Y;2495;R;1,0;0,0;MANOMETRO;CA;97803;2019-03-25;R;2023-06-28T11:53:20.039Z;2018-09-14;N;-1;AR013158;2018;9;14;2018-09;192;0,0;192,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
19;CM3506;R0006318;METROLOGY;315BAR;R;2018-09-03;2018-11-10;C;Y;2847;R;1,0;0,0;MANOMETRO;CA;85262;2018-11-10;R;2023-06-28T11:53:20.039Z;2018-09-15;N;-1;AR014968;2018;9;3;2018-09;68;12,0;56,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
20;CM3508;R0006618;METROLOGY;NTG2604-S;R;2018-09-03;2018-11-13;C;Y;20344/003;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;85482;2018-11-13;R;2023-06-28T11:53:20.039Z;2018-09-15;N;-1;AR014968;2018;9;3;2018-09;71;12,0;59,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
21;CM3607;R0009918;METROLOGY;315 BAR.;R;2018-09-04;2019-08-07;C;Y;7487;R;1,0;0,0;MANOMETRO;CA;111511;2019-08-07;R;2023-06-28T11:53:20.039Z;2018-09-15;N;-1;AR013812;2018;9;4;2018-09;337;11,0;326,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
22;CM4035;R0023018;METROLOGY-A;1501MRMH;R;2018-09-05;2018-09-19;C;Y;0116801246;R;1,0;0,0;TORQUIMETRO AJUSTABLE CDI;CA;80646;2018-09-19;R;2023-06-28T11:53:20.039Z;2018-09-17;N;-1;AU047713;2018;9;5;2018-09;14;12,0;2,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
23;CM5161;R0107618;METROLOGY;76712;R;2018-09-17;2018-09-17;C;Y;097456;R;1,0;0,0;MANOMETRO;CA;80377;2018-09-17;R;2023-06-28T11:53:20.039Z;2018-09-17;N;-1;AR035037;2018;9;17;2018-09;0;0,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
24;CM5037;R0095918;METROLOGY-A;QD2RN50;R;2018-09-14;2018-09-19;C;Y;0412035551;R;1,0;0,0;TORQUIMETRO;CA;80641;2018-09-19;R;2023-06-28T11:53:20.039Z;2018-09-17;N;-1;AU047713;2018;9;14;2018-09;5;3,0;2,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
25;CM4136;R0024518;METROLOGY-A;NTG2604-S;R;2018-09-06;2018-09-17;C;Y;12014-002;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;80430;2018-09-17;R;2023-06-28T11:53:20.039Z;2018-09-17;N;-1;AU047713;2018;9;6;2018-09;11;11,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
26;CM3721;R0013018;METROLOGY;AE007916;R;2018-09-04;2018-09-19;C;Y;8194501014;R;1,0;0,0;KIT DE INFLADO;CA;80580;2018-09-19;R;2023-06-28T11:53:20.039Z;2018-09-18;N;-1;AR023252;2018;9;4;2018-09;15;14,0;1,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
27;CM4342;R0038118;METROLOGY;HH2001KC-1;R;2018-09-07;2018-10-20;C;Y;4702125686;R;1,0;0,0;TERMOMETRO DIGITAL CON TERMOCUPLA;CA;83220;2018-10-20;R;2023-06-28T11:53:20.039Z;2018-09-18;N;-1;AR026553;2018;9;7;2018-09;43;11,0;32,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
28;CM3720;R0012918;METROLOGY;DPG2000BBL;R;2018-09-04;2018-09-19;C;Y;7885201060;R;1,0;0,0;KIT DE INFLADO;CA;80601;2018-09-19;R;2023-06-28T11:53:20.039Z;2018-09-19;N;-1;AR023252;2018;9;4;2018-09;15;15,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
29;CM5275;R0127818;METROLOGY-A;AU-MAN-4000;R;2018-09-18;2018-09-26;C;Y;T-5017;R;1,0;0,0;MANOMETRO;CA;81200;2018-09-24;R;2023-06-28T11:53:20.039Z;2018-09-19;N;-1;AU047713;2018;9;18;2018-09;6;1,0;5,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
30;CM3608;R0010318;METROLOGY;CU-2581-JT;R;2018-09-04;2018-09-19;C;Y;1604;R;1,0;0,0;MANOMETRO;CA;80647;2018-09-19;R;2023-06-28T11:53:20.039Z;2018-09-19;N;-1;AR013158;2018;9;4;2018-09;15;15,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
31;CM5166;R0110818;METROLOGY;127-107-00;R;2018-09-17;2018-09-19;C;Y;094250211;R;1,0;0,0;MANOMETRO;CA;80650;2018-09-19;R;2023-06-28T11:53:20.039Z;2018-09-19;N;-1;AR013812;2018;9;17;2018-09;2;2,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
32;CM5462;R0155418;METROLOGY-A;AU-MAN-4000;R;2018-09-20;2018-09-21;C;Y;T-5049;R;1,0;0,0;MANOMETRO;CA;80936;2018-09-21;R;2023-06-28T11:53:20.039Z;2018-09-21;N;-1;AR026553;2018;9;20;2018-09;1;1,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
33;CM5463;R0155518;METROLOGY-A;AU-MAN-4000;R;2018-09-20;2018-09-21;C;Y;T-5050;R;1,0;0,0;MANOMETRO;CA;80937;2018-09-21;R;2023-06-28T11:53:20.039Z;2018-09-21;N;-1;AU047713;2018;9;20;2018-09;1;1,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
34;CM5535;R0166318;METROLOGY-A;IFR-4000;R;2018-09-21;2018-09-21;C;Y;103002761;R;1,0;0,0;TST VOR/ILS/COMUNIC. RAMP TEST NAV;CA;80916;2018-09-21;R;2023-06-28T11:53:20.039Z;2018-09-21;N;-1;AU047713;2018;9;21;2018-09;0;0,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
35;CM5356;R0133518;METROLOGY;YS1101;R;2018-09-19;2019-06-21;C;Y;1461;R;1,0;0,0;BALANZA;CA;106588;2019-06-21;R;2023-06-28T11:53:20.039Z;2018-09-21;N;-1;AR014968;2018;9;19;2018-09;275;2,0;273,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
36;CM5465;R0156418;METROLOGY-A;AU-MAN-4000;R;2018-09-20;2018-09-21;C;Y;T-5019;R;1,0;0,0;MANOMETRO;CA;80891;2018-09-21;R;2023-06-28T11:53:20.039Z;2018-09-21;N;-1;AU047713;2018;9;20;2018-09;1;1,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
37;CM5580;R0170918;METROLOGY-A;MCL90;R;2018-09-21;2018-09-24;C;Y;8055;R;1,0;0,0;CLINOMETRO;CA;81045;2018-09-24;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AU047713;2018;9;21;2018-09;3;3,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
38;CM5445;R0145418;METROLOGY-A;M22520/2-01;R;2018-09-20;2018-09-26;C;Y;2;R;1,0;0,0;MANDRILADORA DE PINES DANIELS;R;81187;2018-09-26;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AU047713;2018;9;20;2018-09;6;4,0;2,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
39;CM5579;R0170718;METROLOGY-A;2032440;R;2018-09-21;2018-09-24;C;Y;1523802;R;1,0;0,0;RELOJ COMPARADOR;CA;81014;2018-09-24;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AU047713;2018;9;21;2018-09;3;3,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
40;CM5481;R0160418;METROLOGY;100 PSI;R;2018-09-21;2018-10-01;C;Y;1628;R;1,0;0,0;MANOMETRO;CA;81548;2018-10-01;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AR023252;2018;9;21;2018-09;10;3,0;7,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
41;CM5482;R0160618;METROLOGY;15 PSI;R;2018-09-21;2018-10-01;C;Y;1626;R;1,0;0,0;MANOMETRO;CA;81546;2018-10-01;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AR025908;2018;9;21;2018-09;10;3,0;7,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
42;CM6004;R0184018;METROLOGY-A;AU-MAN-4000;R;2018-09-24;2018-09-27;C;Y;T-4693;R;1,0;0,0;MANOMETRO;CA;81285;2018-09-27;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AU047713;2018;9;24;2018-09;3;0,0;3,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
43;CM5032;R0095418;METROLOGY-A;M22520/1-01;R;2018-09-14;2018-09-26;C;Y;01;R;1,0;0,0;MANDRILADORA PINES DANIELS;CA;81196;2018-09-24;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AU047713;2018;9;14;2018-09;10;10,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
44;CM5483;R0160518;METROLOGY;160 PSI;R;2018-09-21;2018-10-01;C;Y;1572;R;1,0;0,0;MANOMETRO;CA;81559;2018-10-01;R;2023-06-28T11:53:20.039Z;2018-09-24;N;-1;AR023252;2018;9;21;2018-09;10;3,0;7,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
45;CM4130;R0010118;METROLOGY;4916744-503;R;2018-09-05;2018-09-26;C;Y;000000;R;1,0;0,0;MANOMETRO;CA;81177;2018-09-26;R;2023-06-28T11:53:20.039Z;2018-09-26;N;-1;AR013158;2018;9;5;2018-09;21;21,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
46;CM6344;R0205218;METROLOGY-A;AU-MAN-4000;R;2018-09-27;2018-09-28;C;Y;T-5004;R;1,0;0,0;MANOMETRO;CA;81417;2018-09-28;R;2023-06-28T11:53:20.039Z;2018-09-27;N;-1;AU047713;2018;9;27;2018-09;1;0,0;1,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
47;CM6349;R0206918;METROLOGY-A;M22520/6-029;R;2018-09-27;2018-09-27;C;Y;G160;R;1,0;0,0;CALIBRE PASA NO PASA;CA;81293;2018-09-27;R;2023-06-28T11:53:20.039Z;2018-09-27;N;-1;AU047713;2018;9;27;2018-09;0;0,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
48;CM6373;R0209718;METROLOGY-A;GAGE;R;2018-09-27;2018-10-04;C;Y;G739;R;1,0;0,0;CALIBRE PASA NO PASA;CA;82005;2018-10-04;R;2023-06-28T11:53:20.039Z;2018-09-27;N;-1;AU047713;2018;9;27;2018-09;7;0,0;7,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
49;CM6365;R0208618;METROLOGY-A;GAGE;R;2018-09-27;2018-09-28;C;Y;G630;R;1,0;0,0;CALIBRE PASA NO PASA;CA;81408;2018-09-28;R;2023-06-28T11:53:20.039Z;2018-09-27;N;-1;AU047713;2018;9;27;2018-09;1;0,0;1,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
50;CM6248;R0193518;METROLOGY;160 PSI;R;2018-09-26;2019-03-23;C;Y;268;R;1,0;0,0;MANOMETRO;US;97731;2019-03-23;US;2023-06-28T11:53:20.039Z;2018-09-27;N;-1;AR013158;2018;9;26;2018-09;178;1,0;177,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
51;CM6371;R0209418;METROLOGY-A;GAGE;R;2018-09-27;2018-10-10;C;Y;G627;R;1,0;0,0;CALIBRE PASA NO PASA;CA;82435;2018-10-10;R;2023-06-28T11:53:20.039Z;2018-09-27;N;-1;AU047713;2018;9;27;2018-09;13;0,0;13,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
52;CM6247;R0193318;METROLOGY;5;R;2018-09-26;2018-11-23;C;Y;168;R;1,0;0,0;MANOMETRO;CA;86485;2018-11-23;R;2023-06-28T11:53:20.039Z;2018-09-27;N;-1;AR013812;2018;9;26;2018-09;58;1,0;57,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
53;CM6372;R0209518;METROLOGY-A;M22520/6-005;R;2018-09-27;2018-10-01;C;Y;G188;R;1,0;0,0;CALIBRE PASA NO PASA;CA;81576;2018-10-01;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AU047713;2018;9;27;2018-09;4;1,0;3,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
54;CM5653;R0180218;METROLOGY;NTG2604-S;R;2018-09-24;2018-10-24;C;Y;8130;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;83457;2018-10-24;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AR013158;2018;9;24;2018-09;30;4,0;26,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
55;CM6369;R0209218;METROLOGY-A;M22520/6-011;R;2018-09-27;2018-10-12;C;Y;G170;R;1,0;0,0;CALIBRE PASA NO PASA;CA;82688;2018-10-12;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AU047713;2018;9;27;2018-09;15;1,0;14,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
56;CM3708;R0011318;METROLOGY;NTG2604-S;R;2018-09-04;2018-10-24;C;Y;3017;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;83454;2018-10-24;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AR013158;2018;9;4;2018-09;50;24,0;26,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
57;CM6370;R0209318;METROLOGY-A;M22520/6/008;R;2018-09-27;2018-10-12;C;Y;G180;R;1,0;0,0;CALIBRE PASA NO PASA;CA;82617;2018-10-12;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AU001742;2018;9;27;2018-09;15;1,0;14,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
58;CM6375;R0209118;METROLOGY-A;M22520/6-006;R;2018-09-27;2018-10-12;C;Y;G185;R;1,0;0,0;CALIBRE PASA NO PASA;CA;82619;2018-10-12;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AU047713;2018;9;27;2018-09;15;1,0;14,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
59;CM5551;R0167618;METROLOGY;1000LBIN;R;2018-09-21;2019-01-15;C;Y;004660;R;1,0;0,0;MANOMETRO;US;90869;2019-01-15;US;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AR013158;2018;9;21;2018-09;116;7,0;109,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
60;CM5015;R0093018;METROLOGY;NTG2604-S;R;2018-09-14;2018-09-29;C;Y;1219466;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;81464;2018-09-29;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AR013812;2018;9;14;2018-09;15;14,0;1,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
61;CM6216;R0189018;METROLOGY;NTG2604-S;R;2018-09-26;2018-10-26;C;Y;22951/001;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;83739;2018-10-26;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AR026509;2018;9;26;2018-09;30;2,0;28,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
62;CM6408;R0213018;METROLOGY;530-312;R;2018-09-27;2018-09-28;C;Y;80347972;R;1,0;0,0;CALIBRE;CA;81370;2018-09-28;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AR023252;2018;9;27;2018-09;1;1,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
63;CM6406;R0212518;METROLOGY;AE007608;R;2018-09-27;2018-09-28;C;Y;7885201019;R;1,0;0,0;KIT DE INFLADO;CA;81358;2018-09-28;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AR023252;2018;9;27;2018-09;1;1,0;0,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
64;CM6911;R0288418;METROLOGY-A;5SC-J-72;R;2018-10-04;2019-01-07;C;Y;AU001;R;1,0;0,0;TERMOCUPLA;CA;90017;2019-01-07;R;2023-06-28T11:53:20.039Z;2018-09-28;N;-1;AU047713;2018;10;4;2018-10;95;0,0;95,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
65;CM6486;R0224118;METROLOGY;NTG2604-S;R;2018-09-28;2018-10-29;C;Y;03/19898;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;83942;2018-10-29;R;2023-06-28T11:53:20.039Z;2018-09-29;N;-1;AR013812;2018;9;28;2018-09;31;1,0;30,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
66;CM5710;R0182618;METROLOGY;NTG2604-S;R;2018-09-24;2018-10-29;C;Y;20344/002;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;83966;2018-10-29;R;2023-06-28T11:53:20.039Z;2018-09-29;N;-1;AR013812;2018;9;24;2018-09;35;5,0;30,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
67;CM6607;R0241418;METROLOGY-A;M22520/39-01;R;2018-10-01;2018-10-01;C;Y;G411;R;1,0;0,0;CALIBRE PASA NO PASA;CA;81570;2018-10-01;R;2023-06-28T11:53:20.039Z;2018-10-01;N;-1;AU047713;2018;10;1;2018-10;0;0,0;0,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
68;CM6571;R0238118;METROLOGY-A;RTR-53;R;2018-10-01;2018-10-01;C;Y;U3002914;R;1,0;0,0;TERMOHIGROGRAFO;CA;81530;2018-10-01;R;2023-06-28T11:53:20.039Z;2018-10-01;N;-1;AU047713;2018;10;1;2018-10;0;0,0;0,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
69;CM6813;R0283618;METROLOGY-A;543-391;R;2018-10-03;2018-10-03;C;Y;11053315;R;1,0;0,0;RELOJ COMPARADOR;CA;81882;2018-10-03;R;2023-06-28T11:53:20.039Z;2018-10-03;N;-1;AU047713;2018;10;3;2018-10;0;0,0;0,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
70;CM7026;R0301618;METROLOGY-A;TC301;R;2018-10-05;2018-12-05;C;Y;1229;R;1,0;0,0;CALIBRADOR;CA;87426;2018-12-05;R;2023-06-28T11:53:20.039Z;2018-10-03;N;-1;AU031609;2018;10;5;2018-10;61;0,0;61,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
71;CM6762;R0272718;METROLOGY-A;522113;R;2018-10-03;2018-10-04;C;Y;212230;R;1,0;0,0;CONTROLADOR HORNO;CA;81990;2018-10-04;R;2023-06-28T11:53:20.039Z;2018-10-03;N;-1;AU047713;2018;10;3;2018-10;1;0,0;1,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
72;CM7144;R0322218;METROLOGY-A;1854MM;R;2018-10-08;2018-10-08;C;Y;YCU014;R;1,0;0,0;BLOQUE DE ACERO;CA;82178;2018-10-08;R;2023-06-28T11:53:20.039Z;2018-10-08;N;-1;AU047713;2018;10;8;2018-10;0;0,0;0,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
73;CM6277;R0197318;METROLOGY;5000 PSI;R;2018-09-26;2018-10-19;C;Y;3239;R;1,0;0,0;MANOMETRO;CA;83143;2018-10-19;R;2023-06-28T11:53:20.039Z;2018-10-10;N;-1;AR013812;2018;9;26;2018-09;23;14,0;9,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
74;CM6827;R0285618;METROLOGY;A38001-68;R;2018-10-03;2019-02-05;C;Y;43825;R;1,0;0,0;VACUUM SOURCE;CA;93026;2019-02-05;R;2023-06-28T11:53:20.039Z;2018-10-10;N;-1;AR026509;2018;10;3;2018-10;125;7,0;118,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
75;CM6278;R0197518;METROLOGY;4000 PSI;R;2018-09-26;2018-10-23;C;Y;3240;R;1,0;0,0;MANOMETRO;CA;83431;2018-10-23;R;2023-06-28T11:53:20.039Z;2018-10-10;N;-1;AR013158;2018;9;26;2018-09;27;14,0;13,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
76;CM7229;R0333918;METROLOGY;GP10S;R;2018-10-09;2023-06-20;C;Y;0016;R;1,0;0,0;MANOMETRO;CA;216833;2023-06-20;R;2023-06-28T11:53:20.039Z;2018-10-10;N;2;AR027170;2018;10;9;2018-10;1715;1,0;1714,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
77;CM6818;R0284118;METROLOGY;01IN;R;2018-10-03;2019-01-14;C;Y;0550;R;1,0;0,0;MICROMETRO;US;90765;2019-01-14;US;2023-06-28T11:53:20.039Z;2018-10-10;N;-1;AR013158;2018;10;3;2018-10;103;7,0;96,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
78;CM7155;R0324118;METROLOGY;ATECH4RS600;R;2018-10-08;2018-10-26;C;Y;0618501744;R;1,0;0,0;TORQUIMETRO;CA;83726;2018-10-26;R;2023-06-28T11:53:20.039Z;2018-10-10;N;-1;AR014968;2018;10;8;2018-10;18;2,0;16,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
79;CM6460;R0222418;METROLOGY;160 PSI;R;2018-09-28;2018-11-21;C;Y;9094;R;1,0;0,0;MANOMETRO;CA;86239;2018-11-21;R;2023-06-28T11:53:20.039Z;2018-10-11;N;-1;AR013812;2018;9;28;2018-09;54;13,0;41,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
80;CM6828;R0285718;METROLOGY;530-312;R;2018-10-03;2018-12-10;C;Y;80350826;R;1,0;0,0;CALIBRE;CA;87860;2018-12-10;R;2023-06-28T11:53:20.039Z;2018-10-11;N;-1;AR013158;2018;10;3;2018-10;68;8,0;60,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
81;CM7341;R0348318;METROLOGY;NTG2604-S;R;2018-10-10;2018-11-14;C;Y;16166/002;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;85577;2018-11-14;R;2023-06-28T11:53:20.039Z;2018-10-11;N;-1;AR026917;2018;10;10;2018-10;35;1,0;34,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
82;CM7350;R0351518;METROLOGY;5233;R;2018-10-11;2019-01-17;C;Y;737545;R;1,0;0,0;COMPARADOR;US;91112;2019-01-17;US;2023-06-28T11:53:20.039Z;2018-10-11;N;-1;AR013158;2018;10;11;2018-10;98;0,0;98,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
83;CM7533;R0377518;METROLOGY;160 C;R;2018-10-12;2018-10-17;C;Y;0189;R;1,0;0,0;TERMOMETRO ANALOGICO CON BULBO;CA;82858;2018-10-17;R;2023-06-28T11:53:20.039Z;2018-10-15;N;-1;AR027170;2018;10;12;2018-10;5;3,0;2,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
84;CM7440;R0366418;METROLOGY;NTG2604-S;R;2018-10-12;2018-11-06;C;Y;MR9892;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;84854;2018-11-06;R;2023-06-28T11:53:20.039Z;2018-10-15;N;-1;AR014968;2018;10;12;2018-10;25;3,0;22,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
85;CM7450;R0366918;METROLOGY;"CD-6""CSX-B";R;2018-10-12;2018-11-30;C;Y;16912455;R;1,0;0,0;CALIBRE;CA;86993;2018-11-30;R;2023-06-28T11:53:20.039Z;2018-10-15;N;-1;AR013158;2018;10;12;2018-10;49;3,0;46,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
86;CM6927;R0290918;METROLOGY;436;R;2018-10-04;2018-12-06;C;Y;0152;R;1,0;0,0;MICROMETRO;CA;87572;2018-12-06;R;2023-06-28T11:53:20.039Z;2018-10-15;N;-1;AR013158;2018;10;4;2018-10;63;11,0;52,0;2018-10;79,55089820359281;74,3103448275862;30,367816091954023;1;34,34664560398874
87;CM5047;R0095318;METROLOGY-A;M22520/2-01;R;2018-09-14;2018-10-18;C;Y;1;R;1,0;0,0;MANDRILADORA DE PINES DANIELS;CA;83002;2018-10-18;R;2023-06-28T11:53:20.039Z;2018-10-16;N;-1;AU047713;2018;9;14;2018-09;34;32,0;2,0;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
