STATUS_CM,DETAILS,SHOP,LABELNO,ORDERNO,ORDERDATE,CM_PROJECTNO,PARTNO,SERIALNO,DESCRIPTION,QTY,DAYS_OPND,LOCATION,ARRIVAL_IN_SHOP,PAUSED,GROUP-SHOP,BACKORDER,ORDER_STATUS,TARGET_DATE,CONFIRMED_DATE,TOOL,MAT_CLASS,DURATION,STOCK,STOCK_PN,STOCK_INAC_WALTN,STOCK_IND_TOT,CONTRACT,POOL,PRIORP,PRIORP_RMK,pr_Available,pr_Transfer,pr_Order_Ext,pr_Order_Int,pr_Unavailable,ESTADO_MATERIALES,STATUS_NO_TOOL,STATUS_TOOL,PAUSED_NO_SHOP_TAT,PAUSED_SHOP_TAT,CM_STATUS_GLOB,WS_FIRMADO,WS_PENDIENTE,WS_PEND_INSP,WS_TOT,NEXT_WS,NEXT_STATUS,NEXT_DESC,NEXT_SOLAPA,step_date,step_days,porcent,steps
PAUSED - NO MANPOWER,,METROLOGY-A,130331,R0453821,2021-03-11,CM54662,AU-MAN-1000,T-116,MANOMETRO,1,841,AEP/AU-MAIN/U/S,2022-05-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.78,PAUSED,0,1,0,1,626579,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-116,Requirements,2022-05-09,417,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,341317,R1833422,2022-07-22,CM80122,AU-MAN-1000,T-4692,MANOMETRO,1,343,AEP/AU-TOOL/U/S,2022-07-27,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,337.9,PAUSED,0,1,0,1,920308,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4692,Requirements,2022-07-27,338,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,462401,R0597123,2023-03-08,CM94770,AU-MAN-1000,T-6123,MANOMETRO,1,114,AEP/AU-TOOL/U/S,2023-03-13,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,108.83,PAUSED,0,1,0,1,1095625,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-6123,Requirements,2023-03-13,109,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,429139,R0261623,2023-01-31,CM92543,AU-MAN-1000,T-6122,MANOMETRO,1,150,AEP/AR-MAIN/U/S,2023-02-06,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,143.74,PAUSED,0,1,0,1,1067565,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-6122,Requirements,2023-02-06,144,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,160316,R1493621,2021-09-03,CM62122,AU-MAN-1000,C-93096,MANOMETRO,1,665,AEP/AU-TOOL/U/S,2022-01-18,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,527.83,PAUSED,0,1,0,1,699436,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:C-93096,Requirements,2022-01-18,528,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,374921,R2567322,2022-10-12,CM85569,AU-MAN-1000,C-93099,MANOMETRO,1,261,AEP/AU-TOOL/U/S,2022-10-12,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,260.75,PAUSED,0,1,0,1,982871,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:C-93099,Requirements,2022-10-12,261,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,296137,R1524522,2022-06-21,CM77915,AU-MAN-1000,T-4587,MANOMETRO,1,374,AEP/AU-TOOL/U/S,2022-06-22,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,372.91,PAUSED,0,1,0,1,892821,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4587,Requirements,2022-06-22,373,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,498856,R1248423,2023-05-02,CM99166,AU-MAN-1000,T-6119,MANOMETRO,1,59,AEP/AU-TOOL/U/S,2023-05-03,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,57.75,PAUSED,0,7,2,9,1143717,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-6119,Requirements,2023-05-03,58,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,118166,R1844620,2020-11-06,CM49791,AU-MAN-1000,T-4634,MANOMETRO,1,966,AEP/AU-TOOL/U/S,2022-04-21,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.63,PAUSED,0,1,0,1,580801,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4634,Requirements,2022-04-21,435,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,521969,R1676323,2023-06-12,CM102026,AU-MAN-1000,T-4809,MANOMETRO,1,18,AEP/AU-TOOL/U/S,2023-06-12,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,17.74,PAUSED,0,7,2,9,1180220,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4809,Requirements,2023-06-12,18,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,191607,R0477822,2022-03-02,CM70816,AU-MAN-1000,T-4625,MANOMETRO,1,485,AEP/AR-MAIN/U/S,2022-03-02,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,484.69,PAUSED,0,1,0,1,800178,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4625,Requirements,2022-03-02,485,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,127618,R0304821,2021-02-17,CM53640,AU-MAN-1000,T-4686,MANOMETRO,1,863,AEP/AU-MAIN/U/S,2022-05-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.78,PAUSED,0,1,0,1,616357,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4686,Requirements,2022-05-05,421,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,494618,R1198823,2023-04-26,CM98773,AU-MAN-140,RD569841,MANOMETRO,1,65,AEP/AU-TOOL/U/S,2023-04-27,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,63.83,PAUSED,0,7,2,9,1139668,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-140 S/N:RD569841,Requirements,2023-04-27,64,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,311697,R1867923,2023-06-29,CM103189,AU-MAN-200,1209,MANOMETRO,1,1,AEP/AU-TOOL/U/S,2023-06-29,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.77,PAUSED,0,7,2,9,1196168,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-200 S/N:1209,Requirements,2023-06-29,1,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,177178,R2863922,2022-11-11,CM87700,AU-MAN-200,CSDS-014,MANOMETRO,1,231,AEP/AU-TOOL/U/S,2022-11-23,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,218.82,PAUSED,0,1,0,1,1005942,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-200 S/N:CSDS-014,Requirements,2022-11-23,219,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,308798,R1867823,2023-06-29,CM103186,AU-MAN-200,MT3672,MANOMETRO,1,1,AEP/AU-TOOL/U/S,2023-06-29,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.77,PAUSED,0,7,2,9,1196157,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-200 S/N:MT3672,Requirements,2023-06-29,1,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,143336,R1130621,2021-06-25,CM59247,AU-MAN-250,9802A48,MANOMETRO,1,735,AEP/AU-MAIN/U/S,2021-08-17,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.64,PAUSED,0,1,0,1,674166,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-250 S/N:9802A48,Requirements,2022-04-21,435,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,471570,R0836723,2023-03-28,CM96338,AU-MAN-35,HF6122178,MANOMETRO,1,94,AEP/AU-TOOL/U/S,2023-03-29,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,92.76,PAUSED,0,7,2,9,1113356,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-35 S/N:HF6122178,Requirements,2023-03-29,93,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,490163,R1137923,2023-04-20,CM98397,AU-MAN-400,RD568241,MANOMETRO,1,71,AEP/AU-TOOL/U/S,2023-04-24,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,66.75,PAUSED,0,7,2,9,1133723,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-400 S/N:RD568241,Requirements,2023-04-24,67,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,191608,R0477922,2022-03-02,CM70817,AU-MAN-4500,20171128,MANÓMETRO,1,485,AEP/AR-MAIN/U/S,2022-03-02,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,484.68,PAUSED,0,1,0,1,800180,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-4500 S/N:20171128,Requirements,2022-03-02,485,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,124197,R0078821,2021-01-18,CM52339,AU-MAN-4500,12154,MANÓMETRO,1,893,AEP/AU-MAIN/U/S,2022-05-04,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.63,PAUSED,0,1,0,1,603642,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-4500 S/N:12154,Requirements,2022-05-04,422,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,160315,R1493521,2021-10-29,CM64684,AU-MAN-4500,15672,MANÓMETRO,1,609,AEP/AU-MAIN/U/S,2022-01-18,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,527.82,PAUSED,0,1,0,1,730932,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-4500 S/N:15672,Requirements,2022-01-18,528,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,133542,R0664221,2021-04-09,CM56028,AU-MAN-4500,9802A285,MANÓMETRO,1,812,AEP/AU-MAIN/U/S,2021-08-17,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.79,PAUSED,0,1,0,1,641957,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-4500 S/N:9802A285,Requirements,2022-05-09,417,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,245561,R0948723,2023-04-06,CM97156,AU-MAN-50,75619,MANÓMETRO,1,85,AEP/AU-TOOL/U/S,2023-04-06,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,84.84,PAUSED,0,7,2,9,1120591,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-50 S/N:75619,Requirements,2023-04-06,85,11.0,1 de 9
PAUSED - OTHER,,METROLOGY-A,50008,R2664819,2019-06-07,CM25445,AU-MAN-60,8930,MANOMETRO,1,1484,AEP/AU-TOOL/U/S,2021-08-03,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,695.76,PAUSED,0,2,0,2,277799,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-60 S/N:8930,Requirements,2019-06-07,1484,50.0,1 de 2
PAUSED - OTHER,,METROLOGY-A,0,R0025217TRF,2018-06-12,CM2909,AU-MNT,11997,MANOMETRO,1,1844,AEP/SHOP-AEP/U/S,2018-10-31,Y,SHOP_EZE,1,O,,,Y,R,17,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,653.76,PAUSED,0,1,0,1,64837,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MNT S/N:11997,Requirements,2018-10-31,1703,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025217TRF,2018-06-12,CM78263,AU-MNT,11997,MANOMETRO,1,1844,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,390,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,12,0,0,12,,,,,2022-07-01,364,100.0,12 de 12
PAUSED - OTHER,,METROLOGY-A,0,R0025409TRF,2016-09-02,CM3101,AU-VAC-SR,201303,VACUOMETRO,1,2492,AEP/SHOP-AEP/U/S,2021-09-14,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,653.76,PAUSED,0,1,0,1,3099,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025409TRF,2016-09-02,CM78455,AU-VAC-SR,201303,VACUOMETRO,1,2492,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,269,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,8,0,0,8,,,,,2022-07-11,354,100.0,8 de 8
PAUSED - NO MANPOWER,,METROLOGY-A,459403,R0545323,2023-03-02,CM94428,AUMAN199-1,FAI956,MANÓMETRO,1,120,AEP/AU-TOOL/U/S,2023-03-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,111.9,PAUSED,0,1,0,1,1091531,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AUMAN199-1 S/N:FAI956,Requirements,2023-03-10,112,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,0,R0026311TRF,2016-12-20,CM2521,B71,2223,COMPARADOR,1,2383,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.9,PAUSED,0,1,0,1,2520,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,0,R0026310TRF,2017-03-04,CM2520,B71,00259,COMPARADOR,1,2309,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.89,PAUSED,0,1,0,1,2519,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026310TRF,2017-03-04,CM79347,B71,00259,COMPARADOR,1,2309,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,106,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,5,0,0,5,,,,,2023-02-10,140,100.0,5 de 5
PAUSED - OTHER,,METROLOGY,0,R0026309TRF,2017-02-26,CM2519,B71,8184,COMPARADOR,1,2315,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.9,PAUSED,0,1,0,1,2518,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026309TRF,2017-02-26,CM79346,B71,8184,COMPARADOR,1,2315,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,87,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,5,0,0,5,,,,,2023-02-08,142,100.0,5 de 5
PAUSED - OTHER,,METROLOGY,0,R0026305TRF,2017-03-29,CM2515,B71,7814,COMPARADOR,1,2284,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.9,PAUSED,0,1,0,1,2514,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,0,R0026304TRF,2017-04-08,CM2514,B71,7811,COMPARADOR,1,2274,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.9,PAUSED,0,1,0,1,2513,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026305TRF,2017-03-29,CM79342,B71,7814,COMPARADOR,1,2284,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026304TRF,2017-04-08,CM79341,B71,7811,COMPARADOR,1,2274,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,198,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,8,0,0,8,,,,,2022-07-19,346,100.0,8 de 8
PAUSED - OTHER,,METROLOGY,0,R0026307TRF,2017-04-12,CM2517,B71,7819,COMPARADOR,1,2270,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.89,PAUSED,0,1,0,1,2516,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026307TRF,2017-04-12,CM79344,B71,7819,COMPARADOR,1,2270,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,416,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,12,0,0,12,,,,,2022-07-29,336,100.0,12 de 12
PAUSED - OTHER,,METROLOGY,0,R0026306TRF,2017-04-08,CM2516,B71,7816,COMPARADOR,1,2274,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.89,PAUSED,0,1,0,1,2515,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026306TRF,2017-04-08,CM79343,B71,7816,COMPARADOR,1,2274,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,168,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,5,0,0,5,,,,,2022-07-14,351,100.0,5 de 5
PAUSED - OTHER,,METROLOGY,0,R0026312TRF,2018-08-20,CM2522,B71,7924,COMPARADOR,1,1775,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.89,PAUSED,0,1,0,1,2521,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,313821,R1869123,2023-06-29,CM103306,BU-2581-CY,ALL23354,MANOMETRO,1,1,AEP/AR-TL-HA/U/S,2023-06-29,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.76,PAUSED,0,7,2,9,1196764,WS_PENDIENTE,CA (CALIBRATION) ON P/N:BU-2581-CY S/N:ALL23354,Requirements,2023-06-29,1,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,295301,R1620223,2023-06-06,CM101658,C7400ER-C,C7EC03358,ANALIZADOR-CARGADOR,1,24,AEP/AU-TOOL/U/S,2023-06-07,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,22.84,PAUSED,0,7,2,9,1176001,WS_PENDIENTE,CA (CALIBRATION) ON P/N:C7400ER-C S/N:C7EC03358,Requirements,2023-06-07,23,11.0,1 de 9
PAUSED - OTHER,,METROLOGY,0,R0026352TRF,2015-11-21,CM2562,CM,CM41216,MANOMETRO,1,2778,EZE/AR-TL-H/PRESERVADO,2022-01-31,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,514.75,PAUSED,0,1,0,1,2561,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026352TRF,2015-11-21,CM79389,CM,CM41216,MANOMETRO,1,2778,EZE/AR-TL-H/PRESERVADO,,N,SHOP_EZE,1,O,,,Y,R,315,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,6,0,0,6,,,,,2022-08-03,331,100.0,6 de 6
PAUSED - NO MANPOWER,,METROLOGY,184423,R1065023,2023-04-14,CM97892,CM-15703,15703,MANOMETRO,1,77,EZE/AR-TL-SH/U/S,2023-04-21,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,69.86,PAUSED,0,2,0,2,1127586,WS_PENDIENTE,CA (CALIBRATION) ON P/N:CM-15703 S/N:15703,Requirements,2023-04-14,77,50.0,1 de 2
PAUSED - OTHER,,METROLOGY,54438,R2076620,2020-12-15,CM51382,CMM-3,11077R,MANOMETRO,1,927,EZE/AR-TL-SH/U/S,2022-05-19,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,366.68,PAUSED,0,5,2,7,865454,WS_PENDIENTE,Inspección visual,Preliminary Inspection,2022-05-19,407,14.0,1 de 7
PAUSED - OTHER,,METROLOGY,181032,R3170822,2022-12-16,CM89666,CROMO DURO QUIMIC 61,3653,CONTROL DE TEMPERATURA & TERMOCUPLA,1,196,EZE/AR-TL-SH/U/S,2023-01-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,170.75,PAUSED,0,6,2,8,1032545,WS_PENDIENTE,CA (CALIBRATION) ON P/N:CROMO DURO QUIMIC 61 S/N:3653,Requirements,2022-12-16,196,13.0,1 de 8
