cm_projectno,orderno,shop,cm_projectno_i,detailno_i,partno,orderno_i,order_type,order_date,closing_date,state,internal_repair,serial_batch_no,detail_state,qty_order,backorder,description,condition,receiving_number,detailno_i_rec,receiving_detail_number_id,qty_rec,partno_rec,delivery_date,serial_batch_rec,condition_POST,tat,ultima_act,ARRIVAL_IN_SHOP,DETAILNO_I_CM,PAUSED,PAUSING_REASON_I,MUTATOR,TAT_ack_to_close
CM26818,R2877919,METROLOGY-A,26818,129732,6004MFRMH,99245,R,2019-06-28,2019-06-29,C,Y,0610040263,R,1.0,0.0,TORQUIMETRO,CA,107459,129732,306946,1.0,6004MFRMH,2019-06-29,0610040263,R,1,2023-06-28T11:53:20.039Z,,26818,N,-1,AU047713,
CM2691,R0026481TRF,METROLOGY,2692,79518,M22520/201,56950,R,2018-06-24,2019-02-06,C,Y,1908,R,1.0,0.0,MANDRILADORA DE CABLES,CA,93161,79518,270874,1.0,M22520/201,2019-02-06,S10258,R,227,2023-06-28T11:53:20.039Z,2019-02-05,79518,N,-1,AR013812,1
CM2692,R0026482TRF,METROLOGY,2693,79519,M22520/201,56951,R,2017-06-23,2019-02-05,C,Y,11851,R,1.0,0.0,MANDRILADORA DE CABLES,US,93050,79519,270646,1.0,M22520/2-01,2019-02-05,1986,US,592,2023-06-28T11:53:20.039Z,2019-02-05,79519,N,-1,AR014968,0
CM26944,R2878719,METROLOGY-A,26944,129740,ESDMETR0,99253,R,2019-06-28,2019-07-03,C,Y,ESD-1,R,1.0,0.0,ESD-METRO,CA,107787,129740,308093,1.0,ESDMETR0,2019-07-03,ESD-1,R,5,2023-06-28T11:53:20.039Z,,26944,N,-1,AU031609,
CM26944,R2878719,METROLOGY-A,26944,129740,ESDMETR0,99253,R,2019-06-28,2019-07-03,C,Y,ESD-1,R,1.0,0.0,ESD-METRO,CA,107787,129740,308093,1.0,ESDMETR0,2019-07-03,ESD-1,R,5,2023-06-28T11:53:20.039Z,2019-06-28,129740,N,-1,AU031609,5
CM2697,R0026487TRF,METROLOGY,2698,79524,M22520/31,56956,R,2017-12-30,2018-10-25,C,Y,615716,R,1.0,0.0,GO-NO-GO,CA,83655,79524,248067,1.0,G125,2018-10-25,0863,R,299,2023-06-28T11:53:20.039Z,2018-09-17,79524,N,-1,AR026917,38
CM2699,R0026489TRF,METROLOGY,2700,79526,M22520/3-1-T,56958,R,2017-06-24,2022-10-12,C,Y,7387,R,1.0,0.0,GO-NO-GO,US,191825,79526,520641,1.0,G125,2022-10-12,7387,US,1936,2023-06-28T11:53:20.039Z,,79526,N,-1,AR022227,
CM27001,R2895919,METROLOGY,27001,130017,NTG2604-S,99514,R,2019-07-01,2019-07-22,C,Y,8527,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,109606,130017,312439,1.0,NTG2604-S,2019-07-22,8527,R,21,2023-06-28T11:53:20.039Z,,27001,N,-1,AR013812,
CM27001,R2895919,METROLOGY,27001,130017,NTG2604-S,99514,R,2019-07-01,2019-07-22,C,Y,8527,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,109606,130017,312439,1.0,NTG2604-S,2019-07-22,8527,R,21,2023-06-28T11:53:20.039Z,2019-07-06,130017,N,-1,AR013812,16
CM2704,R0026494TRF,METROLOGY,2705,79531,M225202-01,56963,R,2017-09-03,2019-02-05,C,Y,4802,R,1.0,0.0,MANDRILADORA DE CABLES,CA,93046,79531,270642,1.0,M225202-01,2019-02-05,4802,R,520,2023-06-28T11:53:20.039Z,2019-02-05,79531,N,-1,AR013812,0
CM27143,R2923019,METROLOGY-A,27143,130408,45-174,99857,R,2019-07-03,2019-07-17,C,Y,EMB-02,R,1.0,0.0,PINZA PELA CABLES,CA,109122,130408,311406,1.0,45-174,2019-07-17,EMB-02,R,14,2023-06-28T11:53:20.039Z,,27143,N,-1,AU047713,
CM27143,R2923019,METROLOGY-A,27143,130408,45-174,99857,R,2019-07-03,2019-07-17,C,Y,EMB-02,R,1.0,0.0,PINZA PELA CABLES,CA,109122,130408,311406,1.0,45-174,2019-07-17,EMB-02,R,14,2023-06-28T11:53:20.039Z,2019-07-16,130408,N,-1,AU047713,1
CM2718,R0026508TRF,METROLOGY,2719,79545,N8741A,56977,R,2017-10-06,2018-09-21,C,Y,US16F6662P,R,1.0,0.0,DC POWER SUPPLY,CA,80913,79545,241965,1.0,N8741A,2018-09-21,US16F6662P,R,350,2023-06-28T11:53:20.039Z,,79545,N,-1,AR027885,
CM2720,R0026510TRF,METROLOGY,2721,79547,NDT1015,56979,R,2016-10-12,2019-08-05,C,Y,E030475,R,1.0,0.0,MANOMETRO,CA,111227,79547,315831,1.0,NDT1015,2019-08-05,E030475,R,1027,2023-06-28T11:53:20.039Z,2019-08-03,79547,N,-1,AR013812,2
CM27203,R2936019,METROLOGY,27203,130593,NTG2604-S,100012,R,2019-07-04,2019-07-09,C,Y,16165/001,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,108255,130593,309115,1.0,NTG2604-S,2019-07-09,16165/001,R,5,2023-06-28T11:53:20.039Z,,27203,N,-1,AR014968,
CM27203,R2936019,METROLOGY,27203,130593,NTG2604-S,100012,R,2019-07-04,2019-07-09,C,Y,16165/001,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,108255,130593,309115,1.0,NTG2604-S,2019-07-09,16165/001,R,5,2023-06-28T11:53:20.039Z,2019-07-06,130593,N,-1,AR014968,3
CM27218,R2801119,METROLOGY,27218,128550,HD-805-6,98256,R,2019-06-21,2019-07-04,C,Y,CA6391,R,1.0,0.0,DINAMOMETRO,DU,107832,128550,308195,1.0,HD-805-6,2019-07-04,CA6391,US,13,2023-06-28T11:53:20.039Z,,27218,N,-1,AR013812,
CM27218,R2801119,METROLOGY,27218,128550,HD-805-6,98256,R,2019-06-21,2019-07-04,C,Y,CA6391,R,1.0,0.0,DINAMOMETRO,DU,107832,128550,308195,1.0,HD-805-6,2019-07-04,CA6391,US,13,2023-06-28T11:53:20.039Z,2019-07-04,128550,N,-1,AR013812,0
CM27231,R2938019,METROLOGY,27231,130628,J6121F,100042,R,2019-07-04,2019-09-07,C,Y,06122252,R,1.0,0.0,TORQUIMETRO ANALÓGICO PROTO,CA,114817,130628,326511,1.0,J6121F,2019-09-07,06122252,R,65,2023-06-28T11:53:20.039Z,,27231,N,-1,AR013158,
CM27231,R2938019,METROLOGY,27231,130628,J6121F,100042,R,2019-07-04,2019-09-07,C,Y,06122252,R,1.0,0.0,TORQUIMETRO ANALÓGICO PROTO,CA,114817,130628,326511,1.0,J6121F,2019-09-07,06122252,R,65,2023-06-28T11:53:20.039Z,2019-08-08,130628,N,-1,AR013158,30
CM27236,R2938119,METROLOGY,27236,130629,322,100043,R,2019-07-04,2019-08-14,C,Y,85860573,R,1.0,0.0,PINZA AMPEROMETRICA,CA,112312,130629,318477,1.0,322,2019-08-14,85860573,R,41,2023-06-28T11:53:20.039Z,,27236,N,-1,AR027170,
CM27236,R2938119,METROLOGY,27236,130629,322,100043,R,2019-07-04,2019-08-14,C,Y,85860573,R,1.0,0.0,PINZA AMPEROMETRICA,CA,112312,130629,318477,1.0,322,2019-08-14,85860573,R,41,2023-06-28T11:53:20.039Z,,130629,N,-1,AR027170,
CM2725,R0026515TRF,METROLOGY,2726,79552,PN-AMOS-110,56984,R,2017-02-14,2023-03-27,C,Y,3951,R,1.0,0.0,MANOMETRO,CA,207997,79552,561533,1.0,PN-AMOS-110,2023-03-27,3951,R,2232,2023-06-28T11:53:20.039Z,2022-10-13,79552,N,3,AR029578,165
CM2726,R0026516TRF,METROLOGY,2727,79553,PN-AMOS-122,56985,R,2017-01-26,2023-02-09,C,Y,7155,R,1.0,0.0,MANOMETRO,CA,203335,79553,549224,1.0,PN-AMOS-122,2023-02-09,7155,R,2205,2023-06-28T11:53:20.039Z,2022-10-06,79553,N,2,AR029578,126
CM27270,R2945619,METROLOGY,27270,130742,1433-P,100131,R,2019-07-04,2019-07-30,C,Y,1822,R,1.0,0.0,DECADA RESISTIVA,CA,110582,130742,314494,1.0,1433-P,2019-07-30,1822,R,26,2023-06-28T11:53:20.039Z,,27270,N,-1,AR027885,
CM27270,R2945619,METROLOGY,27270,130742,1433-P,100131,R,2019-07-04,2019-07-30,C,Y,1822,R,1.0,0.0,DECADA RESISTIVA,CA,110582,130742,314494,1.0,1433-P,2019-07-30,1822,R,26,2023-06-28T11:53:20.039Z,,130742,N,-1,AR027885,
CM27273,R2946519,METROLOGY,27273,130756,QD3R250A,100143,R,2019-07-04,2019-10-12,C,Y,0418703854,R,1.0,0.0,TORQUIMETRO,CA,118517,130756,335387,1.0,QD3R250A,2019-10-12,0418703854,R,100,2023-06-28T11:53:20.039Z,,27273,N,-1,AR014968,
CM27273,R2946519,METROLOGY,27273,130756,QD3R250A,100143,R,2019-07-04,2019-10-12,C,Y,0418703854,R,1.0,0.0,TORQUIMETRO,CA,118517,130756,335387,1.0,QD3R250A,2019-10-12,0418703854,R,100,2023-06-28T11:53:20.039Z,2019-08-29,130756,N,-1,AR014968,44
CM27314,R2955219,METROLOGY,27314,130899,525441-6-B,100265,R,2019-07-05,2021-05-05,C,Y,86418,R,1.0,0.0,GO-NOGO,US,150962,130899,415383,1.0,525441-6-B,2021-05-05,86418,US,670,2023-06-28T11:53:20.039Z,,27314,N,-1,AR013158,
CM27314,R2955219,METROLOGY,27314,130899,525441-6-B,100265,R,2019-07-05,2021-05-05,C,Y,86418,R,1.0,0.0,GO-NOGO,US,150962,130899,415383,1.0,525441-6-B,2021-05-05,86418,US,670,2023-06-28T11:53:20.039Z,,130899,N,-1,AR013158,
CM27316,R2956219,METROLOGY,27316,130909,G-411,100275,R,2019-07-05,2021-05-05,C,Y,0880,R,1.0,0.0,GO-NOGO,US,150966,130909,415388,1.0,G-411,2021-05-05,0880,US,670,2023-06-28T11:53:20.039Z,,27316,N,-1,AR013158,
CM27316,R2956219,METROLOGY,27316,130909,G-411,100275,R,2019-07-05,2021-05-05,C,Y,0880,R,1.0,0.0,GO-NOGO,US,150966,130909,415388,1.0,G-411,2021-05-05,0880,US,670,2023-06-28T11:53:20.039Z,2021-05-05,130909,N,-1,AR013158,0
CM27318,R2957119,METROLOGY,27318,130918,G-160,100284,R,2019-07-05,2019-07-13,C,Y,0884,R,1.0,0.0,GO-NOGO,CA,108741,130918,310565,1.0,G-160,2019-07-13,0884,R,8,2023-06-28T11:53:20.039Z,2019-07-11,130918,N,-1,AR013158,2
CM27318,R2957119,METROLOGY,27318,130918,G-160,100284,R,2019-07-05,2019-07-13,C,Y,0884,R,1.0,0.0,GO-NOGO,CA,108741,130918,310565,1.0,G-160,2019-07-13,0884,R,8,2023-06-28T11:53:20.039Z,,27318,N,-1,AR013158,
CM2732,R0026522TRF,METROLOGY,2733,79559,PN-AMOS-77,56991,R,2017-02-14,2023-03-13,C,Y,14350,R,1.0,0.0,MANOMETRO,CA,206481,79559,558056,1.0,PN-AMOS-77,2023-03-13,14350,R,2218,2023-06-28T11:53:20.039Z,2022-10-13,79559,N,2,AR027170,151
CM27326,R2958119,METROLOGY,27326,130929,AMP47387-2,100295,R,2019-07-05,2019-09-04,C,Y,0900,R,1.0,0.0,GO-NOGO,CA,114405,130929,325132,1.0,AMP47387-2,2019-09-04,0900,R,61,2023-06-28T11:53:20.039Z,,27326,N,-1,AR013158,
CM27326,R2958119,METROLOGY,27326,130929,AMP47387-2,100295,R,2019-07-05,2019-09-04,C,Y,0900,R,1.0,0.0,GO-NOGO,CA,114405,130929,325132,1.0,AMP47387-2,2019-09-04,0900,R,61,2023-06-28T11:53:20.039Z,,130929,N,-1,AR013158,
CM2739,R0026529TRF,METROLOGY,2740,79566,PWA35883,56998,R,2016-12-14,2023-03-07,C,Y,052248,R,1.0,0.0,MANOMETRO,CA,205838,79566,556559,1.0,PWA35883,2023-03-07,052248,R,2274,2023-06-28T11:53:20.039Z,2022-10-06,79566,N,2,AR027170,152
CM2743,R0026533TRF,METROLOGY,2744,79570,Q-586,57002,R,2016-08-06,2018-09-15,C,Y,3263,R,1.0,0.0,MANOMETRO,CA,80319,79570,240704,1.0,Q-586,2018-09-15,3263,R,770,2023-06-28T11:53:20.039Z,2018-09-15,79570,N,-1,AR014968,0
CM2746,R0026536TRF,METROLOGY,2747,79573,Q-586,57005,R,2016-08-06,2018-09-15,C,Y,3276,R,1.0,0.0,MANOMETRO,CA,80321,79573,240707,1.0,Q-586,2018-09-15,3276,R,770,2023-06-28T11:53:20.039Z,2018-09-10,79573,N,-1,AR013158,5
CM2752,R0026542TRF,METROLOGY,2753,79579,Q845,57011,R,2017-01-11,2020-01-17,C,Y,S/S/N,R,1.0,0.0,MANOMETRO,CA,127826,79579,359619,1.0,Q845,2020-01-17,S/S/N,R,1101,2023-06-28T11:53:20.039Z,2020-01-16,79579,N,-1,AR013812,1
CM27604,R2957819,METROLOGY,27604,130925,3310 A,100291,R,2019-07-05,2019-07-26,C,Y,B37471,R,1.0,0.0,BAÑO PARA CALIBRACION TEMPERATURA,CA,110250,130925,313818,1.0,7340,2019-07-26,B37471,R,21,2023-06-28T11:53:20.039Z,,27604,N,-1,AR027885,
CM27604,R2957819,METROLOGY,27604,130925,3310 A,100291,R,2019-07-05,2019-07-26,C,Y,B37471,R,1.0,0.0,BAÑO PARA CALIBRACION TEMPERATURA,CA,110250,130925,313818,1.0,7340,2019-07-26,B37471,R,21,2023-06-28T11:53:20.039Z,,130925,N,-1,AR027885,
CM2762,R0026552TRF,METROLOGY,2763,79589,RA-19,57021,R,2018-01-09,2019-05-23,C,Y,19-415,R,1.0,0.0,MICROMETRO DE INTERIOR AXIAL,US,103779,79589,298295,1.0,78,2019-05-23,N06836,US,499,2023-06-28T11:53:20.039Z,2019-05-23,79589,N,-1,AR013158,0
CM27624,R2961919,METROLOGY,27624,131007,NTG2604-S,100348,R,2019-07-05,2019-07-24,C,Y,11591,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,110003,131007,313226,1.0,NTG2604-S,2019-07-24,11591,R,19,2023-06-28T11:53:20.039Z,,27624,N,-1,AR013812,
CM27624,R2961919,METROLOGY,27624,131007,NTG2604-S,100348,R,2019-07-05,2019-07-24,C,Y,11591,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,110003,131007,313226,1.0,NTG2604-S,2019-07-24,11591,R,19,2023-06-28T11:53:20.039Z,2019-07-15,131007,N,-1,AR013812,9
CM2767,R0026557TRF,METROLOGY,2768,79594,ROCKWELL,57026,R,2018-08-02,2019-05-04,C,Y,09011019,R,1.0,0.0,PENETRADOR DE ESFERA DE ACERO,CA,101872,79594,294075,1.0,ROCKWELL,2019-05-04,09011019,R,275,2023-06-28T11:53:20.039Z,2019-05-04,79594,N,-1,AR013158,0
CM27676,R2972219,METROLOGY,27676,131093,NTG2604-S,100434,R,2019-07-08,2019-07-09,C,Y,20344/007,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,108261,131093,309130,1.0,NTG2604-S,2019-07-09,20344/007,R,1,2023-06-28T11:53:20.039Z,2019-07-08,131093,N,-1,AR014968,1
CM27676,R2972219,METROLOGY,27676,131093,NTG2604-S,100434,R,2019-07-08,2019-07-09,C,Y,20344/007,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,108261,131093,309130,1.0,NTG2604-S,2019-07-09,20344/007,R,1,2023-06-28T11:53:20.039Z,,27676,N,-1,AR014968,
CM2771,R0026561TRF,METROLOGY,2772,79598,S291,57030,R,2018-05-05,2018-09-20,C,Y,129FN-07/06,R,1.0,0.0,FOTOFLUORIMETRO,CA,80739,79598,241645,1.0,S291,2018-09-20,129FN-07/06,R,138,2023-06-28T11:53:20.039Z,2018-09-04,79598,N,-1,AR013812,16
CM27722,R2986919,METROLOGY,27722,131275,S12001,100608,R,2019-07-08,2019-11-11,C,Y,938449,R,1.0,0.0,TORQUIMETRO,CA,121253,131275,342246,1.0,S12001,2019-11-11,938449,R,126,2023-06-28T11:53:20.039Z,,27722,N,-1,AR013158,
CM27722,R2986919,METROLOGY,27722,131275,S12001,100608,R,2019-07-08,2019-11-11,C,Y,938449,R,1.0,0.0,TORQUIMETRO,CA,121253,131275,342246,1.0,S12001,2019-11-11,938449,R,126,2023-06-28T11:53:20.039Z,2019-07-09,131275,N,-1,AR013158,125
CM2777,R0026567TRF,METROLOGY,2778,79604,SK-4500-TC,57036,R,2018-08-20,2020-03-09,C,Y,40011600450660,R,1.0,0.0,SITEHAWK,I,133136,79604,372446,1.0,SK-4500-TC,2020-03-09,40011600450660,T,567,2023-06-28T11:53:20.039Z,,79604,N,-1,AR031700,
CM27771,R3000919,METROLOGY,27771,131456,NTG2604-S,100763,R,2019-07-10,2019-07-26,C,Y,23594/004,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,110230,131456,313798,1.0,NTG2604-S,2019-07-26,23594/004,R,16,2023-06-28T11:53:20.039Z,,27771,N,-1,AR013812,
CM27771,R3000919,METROLOGY,27771,131456,NTG2604-S,100763,R,2019-07-10,2019-07-26,C,Y,23594/004,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,110230,131456,313798,1.0,NTG2604-S,2019-07-26,23594/004,R,16,2023-06-28T11:53:20.039Z,2019-07-15,131456,N,-1,AR013812,11
CM2782,R0026572TRF,METROLOGY,2783,79609,T3750,57041,R,2018-11-22,2019-07-18,C,Y,8646,R,1.0,0.0,TERMOMETRO DE VIDRIO,CA,109367,79609,311945,1.0,T3750,2019-07-18,8646,R,238,2023-06-28T11:53:20.039Z,2019-07-18,79609,N,-1,AR013812,0
CM2784,R0026574TRF,METROLOGY,2785,79611,TDS210,57043,R,2018-06-29,2018-09-21,C,Y,B092408,R,1.0,0.0,OSCILOSCOPIO,CA,80905,79611,241946,1.0,TDS210,2018-09-21,B092408,R,84,2023-06-28T11:53:20.039Z,,79611,N,-1,AR027885,
CM2786,R0026576TRF,METROLOGY,2787,79613,160 PSI,57045,R,2017-02-14,2022-05-12,C,Y,23706,R,1.0,0.0,MANOMETRO,CA,177337,79613,483325,1.0,160 PSI,2022-05-12,23706,R,1913,2023-06-28T11:53:20.039Z,2022-04-28,79613,N,5,AR027170,14
CM2787,R0026577TRF,METROLOGY,2788,79614,TE50-FUA,57046,R,2018-06-02,2019-01-04,C,Y,17682,R,1.0,0.0,TORQUIMETRO,CA,89921,79614,263007,1.0,TE50-FUA,2019-01-04,17682,R,216,2023-06-28T11:53:20.039Z,,79614,N,-1,AR013812,
CM2791,R0026581TRF,METROLOGY,2792,79618,084S02LXC4,57050,R,2017-03-03,2019-11-27,C,Y,E455901,R,1.0,0.0,MANOMETRO,CA,122755,79618,345791,1.0,0-600PSI,2019-11-27,E455901,R,999,2023-06-28T11:53:20.039Z,,79618,N,-1,AR023252,
CM2798,R0026588TRF,METROLOGY,2799,79625,TQS 4FUA,57057,R,2018-05-23,2018-12-04,C,Y,7653,R,1.0,0.0,TORQUIMETRO,CA,87208,79625,255809,1.0,TQS-4FUA,2018-12-04,7653,R,195,2023-06-28T11:53:20.039Z,2018-12-04,79625,N,-1,AR023252,0
CM2804,R0026594TRF,METROLOGY,2805,79631,TYPE100,57063,R,2018-09-03,2018-12-03,C,Y,3304,R,1.0,0.0,DINAMOMETRO,CA,87143,79631,255721,1.0,TYPE100,2018-12-03,3304,R,91,2023-06-28T11:53:20.039Z,2018-12-03,79631,N,-1,AR013158,0
CM2807,R0026597TRF,METROLOGY,2808,79634,VICKERS,57066,R,2018-08-15,2019-05-04,C,Y,1272/V6544,R,1.0,0.0,PENETRADOR VICKERS,CA,101883,79634,294085,1.0,VICKERS,2019-05-04,1272/V6544,R,262,2023-06-28T11:53:20.039Z,2019-05-04,79634,N,-1,AR013158,0
CM28191,R3044919,METROLOGY-A,28191,132315,SD-101,101454,R,2019-07-15,2022-04-06,C,Y,28492,R,1.0,0.0,INDICADOR DE TEMP.,CA,173596,132315,473128,1.0,SD-101,2022-04-06,28492,R,996,2023-06-28T11:53:20.039Z,,28191,N,-1,AR036683,
CM28191,R3044919,METROLOGY-A,28191,132315,SD-101,101454,R,2019-07-15,2022-04-06,C,Y,28492,R,1.0,0.0,INDICADOR DE TEMP.,CA,173596,132315,473128,1.0,SD-101,2022-04-06,28492,R,996,2023-06-28T11:53:20.039Z,2022-03-11,132315,N,5,AR036683,26
CM28224,R3052919,METROLOGY,28224,132485,TE250FU,101582,R,2019-07-16,2019-08-14,C,Y,10455,R,1.0,0.0,TORQUIMETRO,CA,112310,132485,318470,1.0,TE250FU,2019-08-14,10455,R,29,2023-06-28T11:53:20.039Z,,28224,N,-1,AR013812,
CM28224,R3052919,METROLOGY,28224,132485,TE250FU,101582,R,2019-07-16,2019-08-14,C,Y,10455,R,1.0,0.0,TORQUIMETRO,CA,112310,132485,318470,1.0,TE250FU,2019-08-14,10455,R,29,2023-06-28T11:53:20.039Z,2019-07-22,132485,N,-1,AR013812,23
CM28225,R3053919,METROLOGY,28225,132497,NTG2604-S,101591,R,2019-07-16,2019-07-29,C,Y,16165/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,110381,132497,314109,1.0,NTG2604-S,2019-07-29,16165/008,R,13,2023-06-28T11:53:20.039Z,,28225,N,-1,AR013158,
CM28225,R3053919,METROLOGY,28225,132497,NTG2604-S,101591,R,2019-07-16,2019-07-29,C,Y,16165/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,110381,132497,314109,1.0,NTG2604-S,2019-07-29,16165/008,R,13,2023-06-28T11:53:20.039Z,2019-07-25,132497,N,-1,AR013158,4
CM28457,R3100819,METROLOGY,28457,133333,TE-175FU,102297,R,2019-07-19,2019-08-30,C,Y,7424,R,1.0,0.0,TORQUIMETRO-MOT,CA,114024,133333,322286,1.0,TE-175FU,2019-08-30,7424,R,42,2023-06-28T11:53:20.039Z,,28457,N,-1,AR014968,
CM28457,R3100819,METROLOGY,28457,133333,TE-175FU,102297,R,2019-07-19,2019-08-30,C,Y,7424,R,1.0,0.0,TORQUIMETRO-MOT,CA,114024,133333,322286,1.0,TE-175FU,2019-08-30,7424,R,42,2023-06-28T11:53:20.039Z,2019-07-20,133333,N,-1,AR014968,41
CM28484,R3101719,METROLOGY,28484,133346,TE352-FUA,102309,R,2019-07-19,2019-07-23,C,Y,7126,R,1.0,0.0,TORQUIMETRO,CA,109747,133346,312752,1.0,TE352-FUA,2019-07-23,7126,R,4,2023-06-28T11:53:20.039Z,,28484,N,-1,AR013812,
CM28484,R3101719,METROLOGY,28484,133346,TE352-FUA,102309,R,2019-07-19,2019-07-23,C,Y,7126,R,1.0,0.0,TORQUIMETRO,CA,109747,133346,312752,1.0,TE352-FUA,2019-07-23,7126,R,4,2023-06-28T11:53:20.039Z,2019-07-20,133346,N,-1,AR013812,3
CM28565,R3119219,METROLOGY-A,28565,133580,87,102525,R,2019-07-22,2019-10-22,C,Y,57470239,R,1.0,0.0,MULTIMETRO DIGITAL,CA,119456,133580,338162,1.0,87,2019-10-22,57470239,R,92,2023-06-28T11:53:20.039Z,,28565,N,-1,AU047713,
CM28565,R3119219,METROLOGY-A,28565,133580,87,102525,R,2019-07-22,2019-10-22,C,Y,57470239,R,1.0,0.0,MULTIMETRO DIGITAL,CA,119456,133580,338162,1.0,87,2019-10-22,57470239,R,92,2023-06-28T11:53:20.039Z,2019-10-21,133580,N,-1,AU047713,1
CM28620,R3126219,METROLOGY,28620,133701,10000PSI,102630,R,2019-07-22,2019-07-24,C,Y,AU12,R,1.0,0.0,MANOMETRO,CA,109978,133701,313175,1.0,10000PSI,2019-07-24,AU12,R,2,2023-06-28T11:53:20.039Z,,28620,N,-1,AR013812,
CM28620,R3126219,METROLOGY,28620,133701,10000PSI,102630,R,2019-07-22,2019-07-24,C,Y,AU12,R,1.0,0.0,MANOMETRO,CA,109978,133701,313175,1.0,10000PSI,2019-07-24,AU12,R,2,2023-06-28T11:53:20.039Z,2019-07-24,133701,N,-1,AR013812,0
CM28663,R3131419,METROLOGY-A,28663,133774,AU-ESC,102694,R,2019-07-23,2019-11-05,C,Y,960905,R,1.0,0.0,MANOMETRO,CA,120749,133774,341188,1.0,AU-ESC,2019-11-05,960905,R,105,2023-06-28T11:53:20.039Z,,28663,N,-1,AU031609,
CM28663,R3131419,METROLOGY-A,28663,133774,AU-ESC,102694,R,2019-07-23,2019-11-05,C,Y,960905,R,1.0,0.0,MANOMETRO,CA,120749,133774,341188,1.0,AU-ESC,2019-11-05,960905,R,105,2023-06-28T11:53:20.039Z,2019-11-04,133774,N,-1,AU031609,1
CM28728,R3138919,METROLOGY,28728,133915,TQS 4FUA,102808,R,2019-07-24,2019-11-16,C,Y,7845,R,1.0,0.0,TORQUIMETRO,CA,121833,133915,343523,1.0,TQS-4FUA,2019-11-16,7845,R,115,2023-06-28T11:53:20.039Z,,28728,N,-1,AR023252,
CM28728,R3138919,METROLOGY,28728,133915,TQS 4FUA,102808,R,2019-07-24,2019-11-16,C,Y,7845,R,1.0,0.0,TORQUIMETRO,CA,121833,133915,343523,1.0,TQS-4FUA,2019-11-16,7845,R,115,2023-06-28T11:53:20.039Z,2019-09-07,133915,N,-1,AR023252,70
CM28739,R3140419,METROLOGY,28739,133972,BEYCA,102845,R,2019-07-24,2019-08-07,C,Y,3917,R,1.0,0.0,VACUOMETRO,CA,111432,133972,316257,1.0,BEYCA,2019-08-07,3917,R,14,2023-06-28T11:53:20.039Z,,28739,N,-1,AR013812,
CM28739,R3140419,METROLOGY,28739,133972,BEYCA,102845,R,2019-07-24,2019-08-07,C,Y,3917,R,1.0,0.0,VACUOMETRO,CA,111432,133972,316257,1.0,BEYCA,2019-08-07,3917,R,14,2023-06-28T11:53:20.039Z,2019-08-05,133972,N,-1,AR013812,2
CM28746,R3142219,METROLOGY,28746,133995,43560,102866,R,2019-07-24,2019-09-11,C,Y,0965,R,1.0,0.0,YUGO ELECTROMAGNETICO,CA,115187,133995,327486,1.0,43560,2019-09-11,0965,R,49,2023-06-28T11:53:20.039Z,,28746,N,-1,AR013158,
CM28746,R3142219,METROLOGY,28746,133995,43560,102866,R,2019-07-24,2019-09-11,C,Y,0965,R,1.0,0.0,YUGO ELECTROMAGNETICO,CA,115187,133995,327486,1.0,43560,2019-09-11,0965,R,49,2023-06-28T11:53:20.039Z,2019-09-07,133995,N,-1,AR013158,4
CM28760,R3142319,METROLOGY,28760,133997,8137056,102867,R,2019-07-24,2019-08-12,C,Y,7051,R,1.0,0.0,MANOMETRO,CA,111975,133997,317379,1.0,8137056,2019-08-12,7051,R,19,2023-06-28T11:53:20.039Z,2019-08-12,133997,N,-1,AR013812,0
CM28760,R3142319,METROLOGY,28760,133997,8137056,102867,R,2019-07-24,2019-08-12,C,Y,7051,R,1.0,0.0,MANOMETRO,CA,111975,133997,317379,1.0,8137056,2019-08-12,7051,R,19,2023-06-28T11:53:20.039Z,,28760,N,-1,AR013812,
CM28761,R3143519,METROLOGY,28761,134017,TQFR250E,102885,R,2019-07-24,2019-07-25,C,Y,0612804618,R,1.0,0.0,TORQUIMETRO,CA,110018,134017,313362,1.0,TQFR250E,2019-07-25,0612804618,R,1,2023-06-28T11:53:20.039Z,,28761,N,-1,AR013812,
CM28761,R3143519,METROLOGY,28761,134017,TQFR250E,102885,R,2019-07-24,2019-07-25,C,Y,0612804618,R,1.0,0.0,TORQUIMETRO,CA,110018,134017,313362,1.0,TQFR250E,2019-07-25,0612804618,R,1,2023-06-28T11:53:20.039Z,2019-07-24,134017,N,-1,AR013812,1
CM28768,R2913519,METROLOGY,28768,130297,50R,99747,R,2019-07-02,2019-09-07,C,Y,13278,R,1.0,0.0,TORQUIMETRO,CA,114813,130297,326504,1.0,50R,2019-09-07,13278,R,67,2023-06-28T11:53:20.039Z,,28768,N,-1,AR013158,
